0	21900	100	0
1	21900	100	0
2	1388	20612	0
3	10	21990	0
4	4	21996	0
5	2	21998	0
6	2	21998	0
7	2	21998	0
8	2	21998	0
9	2	21998	0
10	1	21999	0
11	1	21999	0
12	1	21899	100
13	1	1387	20612
14	1	9	21990
15	1	3	21996
16	1	1	21998
17	1	1	21998
18	1	1	21998
19	1	1	21998
20	1	1	21998
21	1	0	21999
22	1	0	21999
23	1	0	21999
24	1	0	21999
25	1	0	21999
26	1	0	21999
27	101	0	21899
28	20613	0	1387
29	21991	0	9
30	21997	0	3
31	21999	0	1
32	21999	0	1
33	21999	0	1
34	21999	0	1
35	21999	0	1
36	22000	0	0
37	22000	0	0
38	22000	0	0
39	22000	0	0
40	22000	0	0
41	22000	0	0
42	22000	0	0
43	22000	0	0
44	22000	0	0
45	22000	0	0
46	22000	0	0
47	22000	0	0
48	22000	0	0
49	22000	0	0
50	22000	0	0
51	22000	0	0
52	22000	0	0
53	22000	0	0
54	22000	0	0
55	22000	0	0
56	22000	0	0
57	22000	0	0
58	22000	0	0
59	22000	0	0
60	22000	0	0
61	22000	0	0
62	22000	0	0
63	22000	0	0
64	22000	0	0
65	22000	0	0
66	22000	0	0
67	22000	0	0
68	22000	0	0
69	22000	0	0
70	22000	0	0
71	22000	0	0
72	22000	0	0
73	22000	0	0
74	22000	0	0
75	22000	0	0
76	22000	0	0
77	22000	0	0
78	22000	0	0
79	22000	0	0
80	22000	0	0
81	22000	0	0
82	22000	0	0
83	22000	0	0
84	22000	0	0
85	22000	0	0
86	22000	0	0
87	22000	0	0
88	22000	0	0
89	22000	0	0
90	22000	0	0
91	22000	0	0
92	22000	0	0
93	22000	0	0
94	22000	0	0
95	22000	0	0
96	22000	0	0
97	22000	0	0
98	22000	0	0
99	22000	0	0
100	22000	0	0
101	22000	0	0
102	22000	0	0
103	22000	0	0
104	22000	0	0
105	22000	0	0
106	22000	0	0
107	22000	0	0
108	22000	0	0
109	22000	0	0
110	22000	0	0
111	22000	0	0
112	22000	0	0
113	22000	0	0
114	22000	0	0
115	22000	0	0
116	22000	0	0
117	22000	0	0
118	22000	0	0
119	22000	0	0
120	22000	0	0
121	22000	0	0
122	22000	0	0
123	22000	0	0
124	22000	0	0
125	22000	0	0
126	22000	0	0
127	22000	0	0
128	22000	0	0
129	22000	0	0
130	22000	0	0
131	22000	0	0
132	22000	0	0
133	22000	0	0
134	22000	0	0
135	22000	0	0
136	22000	0	0
137	22000	0	0
138	22000	0	0
139	22000	0	0
140	22000	0	0
141	22000	0	0
142	22000	0	0
143	22000	0	0
144	22000	0	0
145	22000	0	0
146	22000	0	0
147	22000	0	0
148	22000	0	0
149	22000	0	0
150	22000	0	0
151	22000	0	0
152	22000	0	0
153	22000	0	0
154	22000	0	0
155	22000	0	0
156	22000	0	0
157	22000	0	0
158	22000	0	0
159	22000	0	0
160	22000	0	0
161	22000	0	0
162	22000	0	0
163	22000	0	0
164	22000	0	0
165	22000	0	0
166	22000	0	0
167	22000	0	0
168	22000	0	0
169	22000	0	0
170	22000	0	0
171	22000	0	0
172	22000	0	0
173	22000	0	0
174	22000	0	0
175	22000	0	0
176	22000	0	0
177	22000	0	0
178	22000	0	0
179	22000	0	0
180	22000	0	0
181	22000	0	0
182	22000	0	0
183	22000	0	0
184	22000	0	0
185	22000	0	0
186	22000	0	0
187	22000	0	0
188	22000	0	0
189	22000	0	0
190	22000	0	0
191	22000	0	0
192	22000	0	0
193	22000	0	0
194	22000	0	0
195	22000	0	0
196	22000	0	0
197	22000	0	0
198	22000	0	0
199	22000	0	0
200	22000	0	0
201	22000	0	0
202	22000	0	0
203	22000	0	0
204	22000	0	0
205	22000	0	0
206	22000	0	0
207	22000	0	0
208	22000	0	0
209	22000	0	0
210	22000	0	0
211	22000	0	0
212	22000	0	0
213	22000	0	0
214	22000	0	0
215	22000	0	0
216	22000	0	0
217	22000	0	0
218	22000	0	0
219	22000	0	0
220	22000	0	0
221	22000	0	0
222	22000	0	0
223	22000	0	0
224	22000	0	0
225	22000	0	0
226	22000	0	0
227	22000	0	0
228	22000	0	0
229	22000	0	0
230	22000	0	0
231	22000	0	0
232	22000	0	0
233	22000	0	0
234	22000	0	0
235	22000	0	0
236	22000	0	0
237	22000	0	0
238	22000	0	0
239	22000	0	0
240	22000	0	0
241	22000	0	0
242	22000	0	0
243	22000	0	0
244	22000	0	0
245	22000	0	0
246	22000	0	0
247	22000	0	0
248	22000	0	0
249	22000	0	0
250	22000	0	0
251	22000	0	0
252	22000	0	0
253	22000	0	0
254	22000	0	0
255	22000	0	0
256	22000	0	0
257	22000	0	0
258	22000	0	0
259	22000	0	0
260	22000	0	0
261	22000	0	0
262	22000	0	0
263	22000	0	0
264	22000	0	0
265	22000	0	0
266	22000	0	0
267	22000	0	0
268	22000	0	0
269	22000	0	0
270	22000	0	0
271	22000	0	0
272	22000	0	0
273	22000	0	0
274	22000	0	0
275	22000	0	0
276	22000	0	0
277	22000	0	0
278	22000	0	0
279	22000	0	0
280	22000	0	0
281	22000	0	0
282	22000	0	0
283	22000	0	0
284	22000	0	0
285	22000	0	0
286	22000	0	0
287	22000	0	0
288	22000	0	0
289	22000	0	0
290	22000	0	0
291	22000	0	0
292	22000	0	0
293	22000	0	0
294	22000	0	0
295	22000	0	0
296	22000	0	0
297	22000	0	0
298	22000	0	0
299	22000	0	0
300	22000	0	0
301	22000	0	0
302	22000	0	0
303	22000	0	0
304	22000	0	0
305	22000	0	0
306	22000	0	0
307	22000	0	0
308	22000	0	0
309	22000	0	0
310	22000	0	0
311	22000	0	0
312	22000	0	0
313	22000	0	0
314	22000	0	0
315	22000	0	0
316	22000	0	0
317	22000	0	0
318	22000	0	0
319	22000	0	0
320	22000	0	0
321	22000	0	0
322	22000	0	0
323	22000	0	0
324	22000	0	0
325	22000	0	0
326	22000	0	0
327	22000	0	0
328	22000	0	0
329	22000	0	0
330	22000	0	0
331	22000	0	0
332	22000	0	0
333	22000	0	0
334	22000	0	0
335	22000	0	0
336	22000	0	0
337	22000	0	0
338	22000	0	0
339	22000	0	0
340	22000	0	0
341	22000	0	0
342	22000	0	0
343	22000	0	0
344	22000	0	0
345	22000	0	0
346	22000	0	0
347	22000	0	0
348	22000	0	0
349	22000	0	0
350	22000	0	0
351	22000	0	0
352	22000	0	0
353	22000	0	0
354	22000	0	0
355	22000	0	0
356	22000	0	0
357	22000	0	0
358	22000	0	0
359	22000	0	0
360	22000	0	0
361	22000	0	0
362	22000	0	0
363	22000	0	0
364	22000	0	0
365	22000	0	0
366	22000	0	0
367	22000	0	0
368	22000	0	0
369	22000	0	0
370	22000	0	0
371	22000	0	0
372	22000	0	0
373	22000	0	0
374	22000	0	0
375	22000	0	0
376	22000	0	0
377	22000	0	0
378	22000	0	0
379	22000	0	0
380	22000	0	0
381	22000	0	0
382	22000	0	0
383	22000	0	0
384	22000	0	0
385	22000	0	0
386	22000	0	0
387	22000	0	0
388	22000	0	0
389	22000	0	0
390	22000	0	0
391	22000	0	0
392	22000	0	0
393	22000	0	0
394	22000	0	0
395	22000	0	0
396	22000	0	0
397	22000	0	0
398	22000	0	0
399	22000	0	0
400	22000	0	0
401	22000	0	0
402	22000	0	0
403	22000	0	0
404	22000	0	0
405	22000	0	0
406	22000	0	0
407	22000	0	0
408	22000	0	0
409	22000	0	0
410	22000	0	0
411	22000	0	0
412	22000	0	0
413	22000	0	0
414	22000	0	0
415	22000	0	0
416	22000	0	0
417	22000	0	0
418	22000	0	0
419	22000	0	0
420	22000	0	0
421	22000	0	0
422	22000	0	0
423	22000	0	0
424	22000	0	0
425	22000	0	0
426	22000	0	0
427	22000	0	0
428	22000	0	0
429	22000	0	0
430	22000	0	0
431	22000	0	0
432	22000	0	0
433	22000	0	0
434	22000	0	0
435	22000	0	0
436	22000	0	0
437	22000	0	0
438	22000	0	0
439	22000	0	0
440	22000	0	0
441	22000	0	0
442	22000	0	0
443	22000	0	0
444	22000	0	0
445	22000	0	0
446	22000	0	0
447	22000	0	0
448	22000	0	0
449	22000	0	0
450	22000	0	0
451	22000	0	0
452	22000	0	0
453	22000	0	0
454	22000	0	0
455	22000	0	0
456	22000	0	0
457	22000	0	0
458	22000	0	0
459	22000	0	0
460	22000	0	0
461	22000	0	0
462	22000	0	0
463	22000	0	0
464	22000	0	0
465	22000	0	0
466	22000	0	0
467	22000	0	0
468	22000	0	0
469	22000	0	0
470	22000	0	0
471	22000	0	0
472	22000	0	0
473	22000	0	0
474	22000	0	0
475	22000	0	0
476	22000	0	0
477	22000	0	0
478	22000	0	0
479	22000	0	0
480	22000	0	0
481	22000	0	0
482	22000	0	0
483	22000	0	0
484	22000	0	0
485	22000	0	0
486	22000	0	0
487	22000	0	0
488	22000	0	0
489	22000	0	0
490	22000	0	0
491	22000	0	0
492	22000	0	0
493	22000	0	0
494	22000	0	0
495	22000	0	0
496	22000	0	0
497	22000	0	0
498	22000	0	0
499	22000	0	0
500	22000	0	0
501	22000	0	0
502	22000	0	0
503	22000	0	0
504	22000	0	0
505	22000	0	0
506	22000	0	0
507	22000	0	0
508	22000	0	0
509	22000	0	0
510	22000	0	0
511	22000	0	0
512	22000	0	0
513	22000	0	0
514	22000	0	0
515	22000	0	0
516	22000	0	0
517	22000	0	0
518	22000	0	0
519	22000	0	0
520	22000	0	0
521	22000	0	0
522	22000	0	0
523	22000	0	0
524	22000	0	0
525	22000	0	0
526	22000	0	0
527	22000	0	0
528	22000	0	0
529	22000	0	0
530	22000	0	0
531	22000	0	0
532	22000	0	0
533	22000	0	0
534	22000	0	0
535	22000	0	0
536	22000	0	0
537	22000	0	0
538	22000	0	0
539	22000	0	0
540	22000	0	0
541	22000	0	0
542	22000	0	0
543	22000	0	0
544	22000	0	0
545	22000	0	0
546	22000	0	0
547	22000	0	0
548	22000	0	0
549	22000	0	0
550	22000	0	0
551	22000	0	0
552	22000	0	0
553	22000	0	0
554	22000	0	0
555	22000	0	0
556	22000	0	0
557	22000	0	0
558	22000	0	0
559	22000	0	0
560	22000	0	0
561	22000	0	0
562	22000	0	0
563	22000	0	0
564	22000	0	0
565	22000	0	0
566	22000	0	0
567	22000	0	0
568	22000	0	0
569	22000	0	0
570	22000	0	0
571	22000	0	0
572	22000	0	0
573	22000	0	0
574	22000	0	0
575	22000	0	0
576	22000	0	0
577	22000	0	0
578	22000	0	0
579	22000	0	0
580	22000	0	0
581	22000	0	0
582	22000	0	0
583	22000	0	0
584	22000	0	0
585	22000	0	0
586	22000	0	0
587	22000	0	0
588	22000	0	0
589	22000	0	0
590	22000	0	0
591	22000	0	0
592	22000	0	0
593	22000	0	0
594	22000	0	0
595	22000	0	0
596	22000	0	0
597	22000	0	0
598	22000	0	0
599	22000	0	0
600	22000	0	0
601	22000	0	0
602	22000	0	0
603	22000	0	0
604	22000	0	0
605	22000	0	0
606	22000	0	0
607	22000	0	0
608	22000	0	0
609	22000	0	0
610	22000	0	0
611	22000	0	0
612	22000	0	0
613	22000	0	0
614	22000	0	0
615	22000	0	0
616	22000	0	0
617	22000	0	0
618	22000	0	0
619	22000	0	0
620	22000	0	0
621	22000	0	0
622	22000	0	0
623	22000	0	0
624	22000	0	0
625	22000	0	0
626	22000	0	0
627	22000	0	0
628	22000	0	0
629	22000	0	0
630	22000	0	0
631	22000	0	0
632	22000	0	0
633	22000	0	0
634	22000	0	0
635	22000	0	0
636	22000	0	0
637	22000	0	0
638	22000	0	0
639	22000	0	0
640	22000	0	0
641	22000	0	0
642	22000	0	0
643	22000	0	0
644	22000	0	0
645	22000	0	0
646	22000	0	0
647	22000	0	0
648	22000	0	0
649	22000	0	0
650	22000	0	0
651	22000	0	0
652	22000	0	0
653	22000	0	0
654	22000	0	0
655	22000	0	0
656	22000	0	0
657	22000	0	0
658	22000	0	0
